Ra	Dec
48.40896834	19.76101432
48.12205648	19.84959422
47.83751195	19.93689302
47.55528935	20.02293728
47.2753445	20.10775283
46.99763434	20.19136478
46.72211694	20.27379752
46.44875144	20.35507477
46.17749803	20.4352196
45.90831788	20.51425445
45.64117315	20.59220114
45.37602695	20.66908091
45.11284328	20.74491442
44.85158702	20.81972179
44.5922239	20.89352258
44.33472051	20.96633588
44.07904418	21.03818025
43.82516306	21.10907376
43.57304604	21.17903403
43.32266271	21.24807824
43.0739834	21.31622309
42.82697909	21.38348491
42.58162146	21.44987956
42.33788279	21.51542255
42.09573601	21.58012898
41.85515465	21.64401359
41.61611282	21.70709075
41.3785852	21.76937446
41.14254702	21.83087842
40.90797406	21.89161597
40.6748426	21.95160013
40.44312946	22.01084362
40.21281191	22.06935885
39.98386773	22.12715794
39.75627514	22.18425273
39.53001285	22.24065477
39.30505996	22.29637536
39.08139603	22.35142552
38.85900103	22.40581604
38.63785534	22.45955743
38.4179397	22.51265999
38.19923528	22.56513378
37.98172359	22.61698863
37.76538651	22.66823415
37.55020628	22.71887973
37.33616548	22.76893458
37.12324703	22.81840767
36.91143415	22.8673078
36.70071043	22.91564357
36.49105971	22.96342338
36.28246617	23.01065548
36.07491427	23.0573479
35.86838877	23.10350855
35.66287469	23.14914513
35.45835733	23.19426518
35.25482227	23.23887612
35.05225533	23.28298517
34.85064259	23.32659941
34.64997038	23.3697258
34.45022527	23.41237112
34.25139405	23.45454204
34.05346376	23.49624507
33.85642166	23.53748659
33.66025521	23.57827288
33.46495211	23.61861005
33.27050024	23.65850412
33.07688772	23.69796097
32.88410282	23.73698638
32.69213405	23.775586
32.50097009	23.81376537
32.3105998	23.85152992
32.12101222	23.888885
31.93219658	23.92583581
31.74414227	23.96238748
31.55683886	23.99854504
31.37027608	24.03431341
31.18444382	24.06969742
30.99933213	24.10470181
30.8149312	24.13933123
30.6312314	24.17359025
30.44822322	24.20748332
30.26589731	24.24101484
30.08424445	24.27418913
29.90325558	24.30701039
29.72292174	24.33948279
29.54323413	24.37161039
29.36418407	24.40339718
29.18576301	24.43484709
29.00796252	24.46596396
28.83077428	24.49675157
28.65419012	24.52721364
28.47820196	24.55735379
28.30280184	24.5871756
28.12798191	24.61668259
27.95373443	24.6458782
27.78005177	24.67476581
27.6069264	24.70334875
27.4343509	24.73163027
27.26231794	24.75961359
27.09082029	24.78730185
26.91985083	24.81469814
26.74940251	24.8418055
26.57946839	24.86862692
26.41004162	24.89516531
26.24111544	24.92142357
26.07268316	24.94740451
25.90473818	24.97311093
25.73727401	24.99854553
25.57028421	25.02371101
25.40376243	25.04861001
25.2377024	25.0732451
25.07209793	25.09761884
24.9069429	25.12173372
24.74223128	25.14559221
24.57795707	25.1691967
24.41411439	25.19254959
24.25069741	25.21565319
24.08770036	25.23850979
23.92511755	25.26112166
23.76294334	25.28349099
23.60117217	25.30561998
23.43979854	25.32751074
23.278817	25.34916539
23.11822219	25.37058599
22.95800876	25.39177456
22.79817147	25.4127331
22.63870511	25.43346358
22.47960453	25.45396791
22.32086462	25.474248
22.16248037	25.4943057
22.00444676	25.51414284
21.84675888	25.53376122
21.68941184	25.55316261
21.53240079	25.57234874
21.37572096	25.59132132
21.2193676	25.61008203
21.06333603	25.62863252
20.9076216	25.64697441
20.75221971	25.66510929
20.59712581	25.68303873
20.44233538	25.70076426
20.28784395	25.7182874
20.1336471	25.73560964
19.97974045	25.75273243
19.82611964	25.7696572
19.67278036	25.78638538
19.51971836	25.80291833
19.3669294	25.81925743
19.21440929	25.83540401
19.06215387	25.85135939
18.91015902	25.86712485
18.75842066	25.88270166
18.60693473	25.89809107
18.45569722	25.91329431
18.30470415	25.92831256
18.15395155	25.94314702
18.00343552	25.95779884
