Keuwl Accelerometer Data File
2023-07-29 16:03:40

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
54.6070938,0.698106,-1.387239,10.564910,10.678441,8.362315,296.713104
54.6261063,0.814158,-1.514657,10.584053,10.722836,9.228288,298.258911
54.6451187,0.912862,-1.573879,10.585847,10.741069,9.752478,300.114044
54.6641350,0.806381,-1.617548,10.597812,10.750830,9.678411,296.497192
54.6831474,0.604786,-1.490130,10.515259,10.637525,8.695335,292.090332
54.7021599,0.519243,-1.271187,10.528419,10.617587,7.430755,292.218567
54.7211723,0.537787,-1.148555,10.649257,10.724507,6.791394,295.090363
54.7401886,0.544367,-1.015155,10.585847,10.648335,6.210220,298.201996
54.7592010,0.440878,-1.027717,10.817353,10.875004,5.902226,293.218719
54.7782135,0.545564,-1.242473,11.027323,11.110500,7.015289,293.706024
54.7972298,0.467199,-1.320240,10.816754,10.907039,7.377169,289.487549
54.8162422,0.425922,-1.187438,10.871191,10.944140,6.619092,289.732422
54.8352547,0.653241,-1.022334,10.738390,10.806706,6.445885,302.577362
54.8542709,0.455833,-0.798006,10.563115,10.603018,4.972323,299.735626
54.8732834,0.469591,-0.902094,10.691730,10.739989,5.433649,297.499542
54.8922958,0.434297,-1.184447,10.658829,10.733227,6.750000,290.136292
54.9113121,0.366700,-1.306481,10.743773,10.829128,7.198464,285.678253
54.9303246,0.540778,-1.396212,10.936995,11.039008,7.795356,291.172272
54.9493370,0.591027,-1.308276,10.955539,11.049195,7.465321,294.311554
54.9683495,0.701097,-1.222134,10.791630,10.883218,7.438462,299.841431
54.9873657,0.420539,-1.161117,10.957334,11.026704,6.430261,289.909607
55.0063744,0.717249,-1.009173,10.190434,10.265369,6.927247,305.402527
55.0253868,-0.653839,-0.841675,11.404791,11.454483,5.338875,232.158859
55.0444031,-0.534198,-1.185644,11.297114,11.371716,6.566532,245.745819
55.0634155,-0.674178,-0.948156,10.561919,10.625801,6.285844,234.585617
55.0824280,-1.447658,-0.649053,10.859227,10.974506,8.311913,204.148941
55.1014442,-0.132203,-0.723231,10.081560,10.108333,4.170961,259.640961
55.1204567,0.123829,-0.733400,12.920644,12.942034,3.294615,279.583527
55.1394691,-0.072383,-0.154337,11.916855,11.918074,0.819483,244.873795
55.1584816,-1.022334,-0.056830,10.704292,10.753151,5.463931,183.181686
55.1774979,-1.516451,-0.241077,10.753943,10.863012,8.126008,189.032974
55.1965103,-1.365105,-0.199801,10.497313,10.587587,7.487420,188.326843
55.2155228,-1.169492,0.131605,10.178470,10.246281,6.595436,173.579407
55.2345390,-0.612563,1.293321,9.794421,9.898414,8.312597,115.343895
55.2535515,2.008176,1.510469,11.665608,11.933177,12.156039,36.949009
55.2725639,0.413360,0.310469,12.125031,12.136046,2.441441,36.909676
55.2915802,-0.081356,-0.438485,11.047662,11.056660,2.311645,259.488922
55.3105927,-0.270987,-0.905085,10.749756,10.791194,5.022739,253.332031
55.3296051,-0.024526,-1.115654,10.067801,10.129457,6.324899,268.740631
55.3486214,0.780658,-1.248455,10.226326,10.331786,8.193403,302.017731
55.3676338,0.558724,-0.949352,10.064212,10.124317,6.246357,300.478180
55.3866463,0.364905,-0.562313,10.211968,10.233947,3.755723,302.980988
55.4056625,0.115454,0.078963,10.761720,10.762629,0.744673,34.369701
55.4246750,0.151944,0.467797,11.056037,11.066972,2.547220,72.005783
55.4436874,0.008375,0.916451,11.051251,11.089189,4.740699,89.476425
55.4626999,-0.544367,0.923031,10.759925,10.813154,5.687409,120.530411
55.4817162,-0.166301,1.304088,10.551151,10.632737,7.102328,97.267303
55.5007286,0.205783,1.489532,10.666605,10.772071,8.024141,82.134232
55.5197411,0.096909,1.574477,10.974083,11.086878,8.179877,86.477882
55.5387573,-0.439681,2.050649,11.072786,11.269653,10.725136,102.101608
55.5577698,-0.240479,1.913660,10.398011,10.575376,10.508279,97.162491
55.5767822,-0.101097,0.571885,13.015759,13.028708,2.554816,100.025070
55.5957985,0.516850,0.148355,12.481561,12.493137,2.466724,16.015440
55.6148109,-0.430708,0.949352,8.446066,8.510159,7.036313,114.403137
55.6338234,-0.718445,1.290330,7.790432,7.929183,10.734381,119.108704
55.6528397,-0.129811,0.912264,9.086744,9.133346,5.790379,98.098541
55.6718521,0.323629,0.165105,10.018748,10.025333,2.076788,27.029144
55.6908646,0.569492,-0.025723,11.662618,11.676542,2.798413,357.413818
55.7098770,0.023330,1.395016,10.947762,11.036308,7.262770,89.041885
55.7288933,0.027517,1.267000,10.088738,10.168023,7.159742,88.755814
55.7479057,0.388235,1.164706,10.322637,10.395389,6.782551,71.565048
55.7669182,0.748355,0.870987,10.810175,10.870996,6.063591,49.330719
55.7859344,0.638884,0.897907,11.285748,11.339422,5.576962,54.567177
55.8049469,0.997209,1.108475,11.303694,11.401607,7.514261,48.024746
55.8239594,1.195813,0.705284,11.237293,11.322727,7.042889,30.531889
55.8429756,1.415953,0.631107,11.769696,11.871351,7.503469,24.023100
55.8619881,0.954736,0.756730,11.367702,11.432796,6.116960,38.400570
55.8810005,0.794417,0.935594,10.547563,10.618733,6.637346,49.665249
55.9000168,0.969093,0.715454,10.615758,10.683882,6.473720,36.437401
55.9190292,0.798605,0.660419,10.568500,10.619185,5.600247,39.589600
55.9380417,0.756132,0.571286,10.631311,10.673467,5.093930,37.072430
55.9570541,0.647857,0.500698,11.036296,11.066628,4.243025,37.698757
55.9760704,0.951745,0.556929,11.274382,11.328180,5.586196,30.334743
55.9950829,1.111466,0.555733,11.397613,11.465155,6.222268,26.565052
56.0140953,0.780060,0.577268,11.560325,11.600985,4.798447,36.502579
56.0331116,0.461217,0.519841,10.972886,10.994871,3.623906,48.419704
56.0521240,0.640678,0.605384,10.382458,10.419807,4.852684,43.377556
56.0711365,0.844666,0.736989,10.158729,10.220390,6.296938,41.105389
56.0901527,0.910469,0.696311,10.337592,10.400943,6.327007,37.408154
56.1091652,0.809970,0.688535,10.650454,10.703378,5.700111,40.366997
56.1281776,0.860220,0.702293,10.875379,10.931928,5.830287,39.228603
56.1471939,0.604188,0.649053,10.937593,10.973479,4.635021,47.050285
56.1662064,0.518644,0.180060,10.880763,10.894605,2.888528,19.145679
56.1852188,-0.170489,-0.163908,10.729417,10.732023,1.262846,223.872681
56.2042313,-0.189033,-0.136989,10.360922,10.363551,1.290588,215.930222
56.2232475,1.156930,0.697508,11.202598,11.283758,6.876119,31.085588
56.2422600,1.335195,1.673181,10.044471,10.270038,12.030605,51.410206
56.2612724,0.562912,1.539183,11.505289,11.621429,8.107019,69.911476
56.2802887,0.769292,0.990030,11.591431,11.659041,6.173396,52.151390
56.2993011,0.900300,0.713061,11.234900,11.293448,5.836704,38.380161
56.3183136,0.647259,0.820738,10.864013,10.914180,5.495652,51.739639
56.3373299,0.613161,0.777667,10.622936,10.668998,5.326014,51.745579
56.3563423,0.483948,1.053440,11.169098,11.229100,5.925759,65.326042
56.3753548,0.664008,1.155733,11.179267,11.258447,6.799244,60.121162
56.3943710,0.518644,0.894317,10.890932,10.939890,5.422565,59.889133
56.4133835,0.044267,0.395414,10.727622,10.734998,2.124030,83.612244
56.4323959,0.072981,0.614955,11.226525,11.243592,3.157341,83.231964
56.4514122,0.774078,0.915255,10.199407,10.269605,6.703029,49.777073
56.4704247,0.534796,1.009771,10.121640,10.185933,6.440925,62.093372
56.4894371,0.391825,1.082752,10.391431,10.455033,6.323132,70.105904
56.5084496,0.540180,0.985245,10.785049,10.843422,5.947749,61.265381
56.5274620,0.611366,1.044467,11.016556,11.082833,6.269197,59.657944
99.1816330,0.984646,4.761717,9.570094,10.734532,26.934608,78.316818
99.2006454,0.942174,4.814359,9.700503,10.870396,26.826378,78.927116
99.2196579,0.946960,4.869394,9.780663,10.966727,26.893507,78.994949
99.2386703,0.908674,4.914259,9.867402,11.060799,26.860941,79.524010
99.2576828,0.857229,4.966303,9.876974,11.088446,27.033026,80.206734
99.2766953,0.878166,4.957330,9.877572,11.086601,27.007536,79.954552
99.2957153,0.884746,4.941777,9.837492,11.044464,27.036512,79.849648
99.3147354,0.857229,4.963911,9.793823,11.013366,27.218714,80.202103
99.3337479,0.839283,4.969893,9.868001,11.080689,27.056498,80.414703
99.3527603,0.707677,5.008776,9.809975,11.037402,27.277931,81.958054
99.3717728,0.633500,5.066204,9.746565,11.002875,27.647425,82.872482
99.3907852,0.538385,5.106882,9.684950,10.962132,27.933559,83.981911
99.4098053,0.508475,4.981857,9.410374,10.659858,28.019711,84.172272
99.4288177,0.631107,4.692924,9.370294,10.498773,26.809225,82.340782
99.4478378,0.553938,4.931607,9.420543,10.647733,27.779675,83.591164
99.4668503,0.546162,5.180461,9.539586,10.869184,28.637119,83.981697
99.4858627,0.586242,5.434699,9.641280,11.083046,29.551527,83.843307
99.5048752,0.636491,5.440681,9.720243,11.157475,29.403173,83.327446
99.5238953,0.722632,5.124828,9.702297,10.996391,28.076927,81.973854
99.5429077,0.833899,5.070990,9.777073,11.045428,27.727648,80.661575
99.5619202,0.889532,5.033302,9.754940,11.012913,27.653210,79.977646
99.5809402,0.937986,4.947161,9.586246,10.828218,27.711269,79.264099
99.5999527,0.899701,4.982455,9.464810,10.733916,28.143776,79.764183
99.6189651,0.820738,5.035695,9.513863,10.795620,28.203985,80.743095
99.6379852,0.772283,5.064409,9.600603,10.881923,28.084719,81.329628
99.6569977,0.701097,5.094319,9.710074,10.987682,27.905144,82.163994
99.6760101,0.658624,5.093721,9.747163,11.017575,27.786333,82.632462
99.6950226,0.692124,5.075177,9.762118,11.024310,27.685862,82.234230
99.7140350,0.746561,5.020740,9.798609,11.035303,27.385366,81.542358
99.7330551,0.804587,4.999205,9.839287,11.065757,27.231457,80.857056
99.7520752,0.848854,4.965705,9.811171,11.028955,27.179115,80.299438
99.7710876,0.857229,4.975276,9.736994,10.968011,27.406527,80.224052
99.7901001,0.904487,4.993223,9.656236,10.908403,27.722532,79.732613
99.8091125,0.934397,4.996812,9.628120,10.887696,27.833029,79.408096
99.8281250,0.891326,4.992624,9.671191,10.920288,27.672474,79.877701
99.8471375,0.874577,4.972884,9.754341,10.983699,27.367743,80.025444
99.8661652,0.968495,4.916054,9.750154,10.962257,27.198360,78.855080
99.8851776,0.991227,4.885546,9.729217,10.932006,27.129841,78.530960
99.9041901,0.968495,4.916652,9.670592,10.891823,27.392405,78.856400
99.9232025,0.923630,4.931607,9.665807,10.890439,27.433052,79.392097
99.9422150,0.905683,4.922635,9.689137,10.905594,27.320166,79.575104
99.9612274,0.921237,4.927420,9.787841,10.996817,27.119047,79.410164
99.9802475,0.948754,4.920241,9.772886,10.982633,27.145706,79.085793
99.9992599,0.961317,4.906483,9.748958,10.956271,27.151102,78.914589
100.0182800,1.015753,4.849653,9.628120,10.828278,27.231554,78.170479
100.0372925,1.066002,4.182654,9.278768,10.233596,24.947226,75.701836
100.0563049,1.215554,4.464409,9.271589,10.361992,26.521225,74.768921
100.0753174,1.077368,4.512864,9.401401,10.483940,26.266794,76.572937
100.0943375,0.942174,4.122833,9.616156,10.505041,23.739555,77.127480
100.1133499,0.816551,3.257230,10.004392,10.552921,18.554564,75.926620
100.1323624,1.409373,3.464209,9.643674,10.343477,21.196882,67.861633
100.1513824,1.003789,3.607778,9.063414,9.806586,22.449423,74.451881
100.1703949,0.802792,2.893521,8.288139,8.815338,19.915627,74.493607
100.1894073,0.610768,2.315056,8.163713,8.507568,16.345455,75.220734
100.2084274,0.439681,2.287539,9.034101,9.329584,14.458574,79.120033
100.2274399,1.147358,1.989632,10.862817,11.102966,11.938373,60.029301
100.2464523,3.279962,2.374876,11.539986,12.229859,19.336353,35.906651
100.2654648,2.615355,2.251646,11.962318,12.450183,16.092663,40.726250
100.2844772,1.142573,1.432104,11.617154,11.760726,8.961861,51.416157
100.3034973,0.436092,0.349352,12.537194,12.549641,2.551980,38.698124
100.3225174,1.161117,0.653241,11.794821,11.869823,6.444394,29.361956
100.3415298,1.098306,0.836890,11.666805,11.748235,6.749826,37.306770
100.3605423,1.730609,0.914656,11.743376,11.905397,9.463380,27.857220
100.3795547,1.537987,0.335593,11.429317,11.537215,7.842100,12.309176
100.3985672,2.078166,0.321236,13.028321,13.196936,9.168790,8.787056
100.4175797,3.005983,0.144168,12.402598,12.762490,13.638979,2.745813
100.4366074,2.426920,-0.352941,11.940185,12.189443,11.606818,351.725616
100.4556198,1.853241,-0.452243,11.666805,11.821733,9.286201,346.286224
100.4746323,1.416551,-0.501296,11.120644,11.221704,7.695262,340.511871
100.4936447,0.891326,-0.337986,11.087742,11.128644,4.913864,339.233551
100.5126572,0.805783,0.015553,11.229517,11.258400,4.104987,1.105795
100.5316696,1.536790,0.138784,11.620743,11.722740,7.563665,5.160242
100.5506897,1.231107,-0.942772,11.188240,11.295183,7.890608,322.555389
100.5697021,0.420539,-1.774876,11.998211,12.136066,8.644156,283.329834
100.5887222,-0.609572,-0.306281,11.118849,11.139757,3.510953,206.677399
100.6077347,0.332602,1.234098,12.014960,12.082751,6.072185,74.916573
100.6267471,0.783051,1.531407,12.076576,12.198445,8.105761,62.918064
100.6457596,0.740579,1.128216,10.695319,10.780129,7.191757,56.718479
100.6647797,1.646262,-0.103490,10.149755,10.282919,9.230843,356.402924
100.6837921,1.825724,-0.938585,9.129216,9.357179,12.673095,332.792786
100.7028046,0.724427,-1.495514,6.464211,6.674382,14.416688,295.845551
100.7218246,-0.911067,-0.914058,3.897310,4.105432,18.321852,225.093903
100.7408371,-2.910869,-0.173480,11.612967,11.973481,14.095630,183.410629
100.7598495,0.191426,-1.043271,8.050054,8.119632,7.506135,280.397339
100.7788696,1.808974,-1.690529,19.834705,19.988642,7.115353,316.938507
100.7978821,3.324827,-1.383650,16.286747,16.680140,12.468325,337.405029
100.8168945,1.130609,-1.061815,12.954741,13.047263,6.827426,316.797241
100.8359070,1.336990,-1.561915,12.089736,12.263312,9.651458,310.563324
100.8549194,1.045663,-1.713859,10.600204,10.788654,10.724732,301.388306
100.8739395,0.959522,-1.777269,10.892727,11.078397,10.504571,298.363983
100.8929596,0.876970,-1.725823,11.182259,11.348588,9.821609,296.937195
100.9119720,0.909871,-1.696511,11.105090,11.270717,9.834673,298.205505
100.9309845,0.910469,-1.791626,11.037493,11.218963,10.319307,296.938782
100.9499969,0.933799,-1.976472,11.167303,11.379239,11.075405,295.288757
100.9690094,0.930808,-2.003391,11.169696,11.386048,11.187220,294.920349
100.9880219,0.900898,-1.921437,11.102098,11.303102,10.821492,295.120331
101.0070343,0.882952,-1.885544,10.920244,11.116951,10.794355,295.092468
101.0260620,0.788435,-1.867000,11.187044,11.369137,10.268376,292.894348
101.0450745,0.729811,-1.850250,11.219945,11.394876,10.052500,291.526215
101.0640869,0.781257,-1.873580,11.142179,11.325582,10.325196,292.635468
101.0830994,0.822533,-1.877768,11.076974,11.265075,10.485090,293.655212
101.1021118,0.843470,-1.874776,11.057832,11.247305,10.531716,294.223175
101.1211243,0.886541,-1.878964,11.024332,11.218393,10.672598,295.259064
101.1401443,0.912264,-1.878366,11.021341,11.217417,10.728456,295.904388
101.1591644,0.931406,-1.873580,11.076376,11.272264,10.697114,296.433197
101.1781769,0.966700,-1.856830,11.131411,11.326546,10.650798,297.502319
101.1971893,0.996611,-1.890928,11.148161,11.351227,10.853858,297.791412
101.2162018,1.003789,-1.935195,11.133205,11.344639,11.079138,297.415833
101.2352142,0.964906,-1.955534,11.061420,11.274315,11.152190,296.262787
101.2542343,0.926022,-1.918446,11.044671,11.248231,10.916881,295.766327
101.2732468,0.935594,-1.908874,11.060225,11.262669,10.879834,296.110779
101.2922592,0.906880,-1.900499,11.085947,11.284173,10.755263,295.509521
101.3112793,0.895514,-1.901098,11.077573,11.275138,10.741584,295.222839
101.3302917,0.890130,-1.914258,11.050653,11.250496,10.815360,294.938416
101.3493042,0.887139,-1.900499,11.049457,11.246751,10.747758,295.022827
101.3683243,0.870389,-1.898107,11.118849,11.313231,10.636431,294.634125
101.3873367,0.881755,-1.871786,11.133803,11.324427,10.527586,295.224060
101.4063492,0.871586,-1.831107,11.143375,11.326405,10.314273,295.453888
101.4253616,0.867398,-1.849054,11.153544,11.339001,10.376838,295.131470
101.4443741,0.914058,-1.898107,11.056635,11.255553,10.787807,295.713745
101.4633942,0.930808,-1.951347,10.996217,11.206737,11.123125,295.501526
101.4824142,0.933201,-1.935794,11.004591,11.212457,11.049740,295.737640
101.5014267,0.933201,-1.928615,11.006984,11.213568,11.014957,295.820984
101.5204391,0.939183,-1.930410,11.063814,11.270161,10.980856,295.943848
101.5394516,0.914656,-1.912464,11.093724,11.294460,10.818399,295.559967
101.5584641,0.903291,-1.895115,11.027922,11.225972,10.778388,295.484406
101.5774765,0.920639,-1.910071,10.996815,11.199369,10.913616,295.733673
101.5965042,0.912862,-1.916651,11.007583,11.210430,10.916123,295.467499
101.6155167,0.902692,-1.898705,11.017154,11.215953,10.803652,295.427612
101.6345291,0.904487,-1.871786,11.056037,11.249784,10.648969,295.790833
101.6535416,0.912862,-1.878366,11.106286,11.300936,10.649578,295.919159
101.6725540,0.940978,-1.913660,11.079966,11.283314,10.894155,296.184082
101.6915665,0.912862,-1.907678,11.018350,11.219473,10.865096,295.572052
101.7105865,0.927219,-1.899303,10.970493,11.172234,10.904847,296.021118
101.7295990,0.946960,-1.937588,10.937593,11.148179,11.154167,296.046204
101.7486191,0.945763,-1.933999,10.972288,11.181499,11.100940,296.059540
101.7676315,0.952343,-1.956133,11.038091,11.250461,11.150248,295.959137
101.7866440,0.949951,-1.945365,11.053644,11.263654,11.081394,296.026947
101.8056564,0.924826,-1.915455,11.038689,11.241749,10.906598,295.772339
101.8246765,0.929612,-1.932204,11.041081,11.247358,10.990157,295.692871
101.8436890,0.914058,-1.932802,10.965110,11.171610,11.033442,295.310333
101.8627014,0.906282,-1.910071,10.907084,11.110094,10.969878,295.383179
101.8817139,0.881755,-1.896312,10.951949,11.149829,10.810573,294.937683
101.9007339,0.871586,-1.911865,10.973485,11.172835,10.839576,294.507416
101.9197464,0.875175,-1.896910,10.977672,11.174680,10.774626,294.767120
101.9387665,0.875175,-1.893321,10.972288,11.168782,10.763368,294.808411
101.9577789,0.861416,-1.861616,11.012368,11.201781,10.551466,294.831146
101.9767914,0.901496,-1.855634,11.052447,11.243339,10.573022,295.911194
101.9958038,0.952942,-1.890330,11.067403,11.268045,10.828584,296.753296
102.0148163,0.999003,-1.927419,11.039886,11.251312,11.124966,297.398224
102.0338287,1.022932,-1.971088,11.006984,11.228769,11.406585,297.427887
102.0528564,1.011566,-2.003989,10.983056,11.210118,11.551557,296.783569
102.0718689,0.994816,-1.967498,11.002198,11.220922,11.331276,296.822296
102.0908813,0.981655,-1.953740,11.006984,11.222052,11.235312,296.677216
102.1098938,0.978664,-1.994418,11.029716,11.251227,11.388094,296.137268
102.1289063,0.974477,-2.018346,11.026127,11.251613,11.489948,295.771698
102.1479187,0.909871,-1.996212,10.925629,11.143702,11.353623,294.503418
102.1669312,0.873978,-1.975275,10.798809,11.012712,11.311095,293.867432
102.1859589,0.881157,-1.981257,10.811969,11.027261,11.340363,293.976929
102.2049713,0.874577,-2.022533,10.990832,11.209546,11.336802,293.384460
102.2239838,0.883550,-1.979463,11.096715,11.306458,11.053303,294.053986
102.2429962,0.864407,-1.950749,11.100903,11.304099,10.880033,293.898865
102.2620087,0.882353,-1.970490,11.044073,11.253130,11.061334,294.122070
102.2810211,0.910469,-1.998605,10.954940,11.172917,11.336228,294.491730
102.3000412,0.904487,-2.002194,10.963913,11.181872,11.331206,294.310974
102.3190536,0.997209,-1.965704,10.964512,11.183869,11.366592,296.898834
102.3380737,0.958924,-1.872982,11.027922,11.226872,10.802504,297.111389
102.3570862,0.896112,-1.810170,11.057832,11.240790,10.351572,296.337402
102.3760986,0.930210,-1.886142,10.987244,11.186704,10.835815,296.251648
102.3951111,0.933201,-1.956731,10.917851,11.130999,11.230666,295.497345
102.4141312,0.908076,-1.954936,10.927423,11.137996,11.158916,294.915070
102.4331436,0.874577,-1.887339,10.965110,11.160670,10.741603,294.862610
102.4521561,0.842872,-1.887937,11.001600,11.194193,10.643534,294.058441
